content,score
"Niat hati mau mengadukan kendala terkait akun dan khawatir respon lambat ketika mengadukan ke email, tpi ketika ditelepon customer Gojek-nya tidak ada agen call center yang mengangkat dengan alasan ""semua agen call center sibuk"". 10 menit menunggu tetap tidak ada yang mengangkat. Mohon dibantu dan diperbaiki untuk case tersebut",1
"Jelek, susah sekali nyari drivernya Ada biaya tambahan administrasi, kenapa ga dipake buat perbaiki titik pencarian driver?",1
"Ini uang kenapa bisa ketarik sendiri, atas nama Alexander lagi.. siapa tuh ?. Terus tiba tiba berlangganan aprikasi lain Dan ada keluaran goggle play aprikasi california",1
Tidak bisa menggunakan gopay later padahal sudah di tandatangani dasar apk sampah,1
"Woi emosi gw cacat udh jelas foto Selfi masih aja gagal ini aplikasi ribet bgt si pengen upgrade ke gopay plus gaga Mulu bagian Selfi sama KTP nya cacat bgt ni aplikasi udh jelas Selfi Ama KTP nya masih aja gagal.udah hampir 30× lebih gw anj ulang"" terus gmna ini aduhh cacat aplikasi",1
Kenapa gojek mahal sekali....,3
Erooor trus...eror lg ...dan lagi,1
Saya kira bisa membantu. Malah menyusahkan!,1
"Saya kasih 3 bintang saja, karena makin ke sini gojek makin error. Mau mesen bike aja harus ngelag dulu, padahal dulu ga begitu.",2
"Kebanyakan biaya yg dibebankan pengguna, sedangkan driver tetap hny dapat komisi.. customer kasih utk driver bukan untuk penyedia aplikasi",2
Applikasi ga jelas . Driver yg cancel tp costumer yg kena penambahan biaya perjalanan . Dari pesanan awal 28rb di cancel driver 3x jadi 40rb . 👎🏻👎🏻👎🏻,1
"Daftar paylater reject mulu, semua udah seusai, doc pun mengikut contoh. Bikin kecewa nih gojek",2
"Aplikasi Gojek parah. Mengapa slalu batalin bilangnya jauh, padahal gk mau kepasang promo. Parah nih Go-Jek driver mobil nya",1
drivernya pilih pilih lokasi untuk nerima orderan. ongkisnyapun mahal d bandingkan sebelah,2
Mau chekng 😍☺️,3
Kok ngga bisa download error kah?,1
Drivernya posisi nya jauh22 klw sy ngorder.,1
G jls udh verif masih aj gbsa leter,1
Masoookk,3
"Saya mau update ke gopay plus supaya saya bisa mengirim dana ke temen sesama pemakai gopay, tetapi setelah saya update tidak bisa dan menjelaskan bahwa ""kartu ID yang kamu kirim udah pernah terdaftar di akun Gopay-mu yang lain"". Maka dari itu, bagaimana ya solusinya? Dikarenakan di gopay ada jumlah uang yang seharusnya saya transfer. Jika permasalahannya begitu, uang saya masih akan tetap di gopay dan tidak bisa diapa""kan. Terima kasih Selamat malam",1
"Kalau pesen gocar lama dapetnya, di tingkatin lagi dong",3
"Gojek kek ajc gk guna ciuh najiss kek gk jelas bisa buang"" duit aja",1
Aplikasi mau duit juga,2
Saya dari tadi hanpir 8x pesan gagal² terus,1
Mau buka aplkasi lg susah downloadnya,1
Pelayanan buruk,1
Gampang error,1
Gx prnh ada promo lagi,2
Ini ga ada pengaduan langsung ya . ? Adakah nomer cs gojek? Lambat nih penanganan masalahnya,1
Aplikasi ny mnta update trus..,2
"Susah dibuka, sinyal full, buka youtube dll ok, tapi klo buka gojek zonk. Gojek sudah tidak sebagus dulu. Kecewa.",1
Baru kali ini pesen gofood sampe 4 kali pindah resto ngak ada driver + nunggu konfirmasinya resto juga lama lok kek gini auto uinstall deh l,1
Aplikasi Gak Jelas Main Blokir akun Orang,1
Top up gopay saya belum masuk. Saya mau lapor eh yang balas malah chatbot.,1
Banyak orderan yg tercancel,2
Kenapa dana findaya saya belum cair sudah 3 hari?,2
"Semenjak gopayleter diperbaruhi. Malah ga bisa dipake. Padahal seblm diperbarui data, aman""ja pakai bertahun"" Jg. Sudah email mentok suruh refresh dan tetep aja bgtu🤨",2
"Perbaiki sistemnya, lama banget dapat drivernya. Padahal terlihat banyak driver nganggur",2
Sya TF ke bank knpa blm smpe ya masih dlm proses trus,3
"kok kalau udah malam gada yg mau ngambil yaa, drivernya males apa gimana? makasih!",2
Semakin mahal,3
"Tolong di proses tf saya, kanap masih dalam proses, padahal saya ga ada kendala, jangan di persulit dongggg bossssssssssss",3
Kenapa apliaksi saya di tidak bisa di gunakan ..keteranganya internet mati..tapi wifi saya bisa,1
Ini yang kedua kali transaksi pembelian pulsa kuota HP.. Gagal lagi.. Saldo terpotong..Kalo komplen yang jawab komputer.. Aplikasi sialan,1
Banyak sekali update,3
"Pesan gojek 1, tiba2 server penuh dan lambat, di buka lagi apk, pesanan gojek jadi 2 Server jayapura sering eror",1
Fuf,2
Saya daftar gopay plus sudah satu minggu ditolak terus,1
"dari kemarin malem error terus padahal pas sorenya aja dipake masih baik-baik aja mana akunku yang satunya di banned dengan alasan yang ngga jelas lagi padahal masih dipake pake akun yang utama selalu ada peringatan ""server kami sedang padat merayap coba beberapa saat lagi"" dari kemarin malem loh kaya gini, ini gimana kalo aku mau pesen ojol buat pulang sekolah tolong diperbaiki yaa",1
"Kenapa gojek makin kedepan makin mahal, baiya jasa aplikasi aja 3rb sekrang, dlu nya cuman 1rb trus naik 2rb naik lg 3rb",3
Tarif e mahal bos sekarang. Driver ngeluh dapet sedikit karena banyak potongan.,1
"ARGONYA MAHAL BANGET,PERNAH SEKALI TANYA DRIVER PENDAPATAN DRIVER BRP KALO LAGI ANTAR SAYA,TERNYATA BEDA,POTONGAN ADMIN NYA BESAR SEKALI,KASIAN PARA DRIVER,MEREKA YANG KERJA,PANAS-PANASAN HUJAN KEHUJANAN BIAYA ADMIN NYA BESAR SEKALI,COBALAH LEBIH BIJAK LAGI.",1
Gojek aplikasi nya normal tapi saat mau memesan gojeknya tidak dapat tapi yang nya tersedot ganyambung,1
Maaf ya gojek Ini lagi ada voucher 25 ribu untuk go food tp mana saya gak bisa pakai setiap sayaa pakai selalu gagal menampilkan rincian biayanya Pas saya rubah tidak pakai voucher eh bisa gak error maksudnya apa coba gak niat mau kasih voucher 😈😈😈 Tolong di perbaiki sebelum tgl 26 bulan ini nanti saya kasih bintang 5 lagi 😠😠😠😈😈😈,2
"Sengaja hapus akun permanen. Akun tidak pernah digunakan, sekali mau dipakai semua aktifitas keuangannya dibekukan. 🗿",1
Apa asal blok aja...gak di lihat riwayatnya dulu asal blok aja...yg buat main main fiktif banyak di biarkan saja...maaf b1 aja dulu...,1
Auto location tidak bekerja,2
"Saya pesan gofood sudah ok,,,dari restoran nya ok saya tunggu tapi tiba2 di cancel sepihak oleh restorannya,,,sumpah kecewa padahal lagi laper :( Mohon dapat di perbaiki sistem nya jika tidak tersedia harusnya dari awal",1
"Alah, aplikasi ga bisa dipake, udah kaga ada driver nya disini, kecewa bnget..",1
"Gojek = Gopay = Tokopedia aplikasi sampah, masa beli spion 68rb karena barang gak sesuai dibalikin kita keluar ongkir buat balikin barang??? Beda sama Shopee yg gratis kalo kirim barang ke seller karena produk cacat/tidak sesuai, belum dipotong 14rb gak jelasss!!! Balikin duit ongkir pengiriman ke seller 8rb + saldo gopay 14rb goblokkk, semoga saja bangkrut ini apk, gw mau viralin ketemen2 jangan pakai apk ini lagi...!!! dan seharusnya ini apk ratingnya bintang 0.0 bukan 4,6 Terimakasih",1
Aplikasi jelek. Sudah disetting Pilihan Utama buat pembayaran dan Top Up tetap harus manual lagi. Berbahaya kalau lupa cek tipe pembayaran,1
Udh gk mantap lg mutu serta layanan na.. beli pulsa hrga na d atas hrga counter.. gopaylater udh bnyak yg d blokir.. mohon dr pihak gojek jangan di jawab yaa ulasan ini jika jawaban na hanya itu2 ajah sperti lagu lama.. tks 🙏🙏,1
"Keamanan yang sangat buruk, Saat saya mendaftar yang tertera nama orang lain dengan alamat gmail dia dan hanya nomor HP yang sama. Koq bisa?? Aplikasi macam apa ini jika data saja bisa di salin/dicuri.Baru daftar saja saya langsung kecewa dan tidak percaya karena keamanan yang buruk.",1
Kecewa sama gojek 😤,4
Ksih bintang 2 dulu min Gopay Saya tiba-tiba ga bisa tf padahal saldo saya msih bnyak tpi kok ga bisa tf ke orang sih gmn ini min mohon di jawab/di perbaiki,2
Apk nya bagus,1
"Knp ya akun saya sering log out trus, soalnya no nya udh g aktif saya mau ganti no pake no baru tulisan nya terjadi kesalahan gmna ya? Tolong dong uang saya masih ada di akun gojek itu",3
Driver nya sama skali gadaa yg bisa. Saya sampai ga jadi skola gara gara gadapet driver sm skali,1
"App paling aneh dan gaje yg pernah sy pakai. Muncul pop up macam macam tapi di klik malah diarahkan ke beranda. Lah trus guna nya pop up apa ? Kesal bgt waktu ada pop up minta kasih rate ke penjual makanan, tapi pas di klok malah ke beranda. Trus saya cari call center dimana kaga dapet dapet. Dasar app GAJE",2
"Baru diksih ranting 5, eh tiba2 gk bisa buka aplikasi ny lg huh",1
admin gopay mrip plerr kntl,1
"BURUK AMAT, MAKIN LAMA MAKIN SUSAH DAPAT DRIVER PADAHAL LAGI BURU BURU UDH DICOBA BERULANG KALI SAMA AJA",1
Tak bisa login gimana ini,2
"Jauh beda dgn awal berdirinya aplikasi layanan online ini. Skrg banyak drivernya yg gak patuhi aturan lalin, plat nopol beda dgn di aplikasi, surat mati, kendaraan tidak lengkap sesuai aturan lalin, driver penampilan jorok, dll. 😔 Sy beralih ke aplikasi lainnya aja deh..",1
Tak sesuai,1
"Mau tanya min, emang rokok Uda gak di jual lagi di go mart. Saya mau pesan rokok berkali kali tidak tersedia",2
"Tolong buat developer gojek, buat drivernya tolong d kondisikan, jangan suka maen cancel orderan tanpa konfirmasi, kalo emg karena alasan titik penjemputan nya d daerah yg sepi, jangan terima orderan saya, saya sudah 3 kali terlambat masuk kerja gara2 di cancel sama drivernya, tanpa konfirmasi / pemberitahuan sebelumnya, kalo begini terus lama2 saya muak pake jasa gojek ini, tolong di beri edukasi lagi drivernya,jangan suka di biasakam.!!!!! terimakasih",1
Tolong bila mana ada driver cancel kami para penumpang di beri kompensasi dan sebaliknya bila penumpang yang cancel kasih kompensasi ke driver,1
"Sebelum pake paylater sll diiming2i discount yg sangat besar tp stlh pake paylater malah jd kecil ,tp anehnya sy liat diaplikasi yg blm pake paylater itu discount trs ada & sangat besar,yg mau pake paylater harap pikir2 dahulu deh.",1
Ilmu nko ilmu ijinin komunisikniimijn. Lbbm OO kmn kiij Rr i i km iklim kmnom m,3
Cepat,3
"Pesan Gofood ga pernah dapat driver, ga hanya sekali waktu, tp sudah sering coba untuk makan siang atau malam lain hari jg, juga pakai...",1
Semoga saja cepat di perbaiki,5
ini knp sy mau masuk gojek mau dowload lg ga bisa2 sih .aku pkir data sy hbs.. akhirnya sy beli pg data..teryt ttep ga bisa dowload dan masuk apk gojek..nnt klw sy telat byr paylater jgn di salahin ya..dr siang sy dowload ga bisa2 aneh dowload apk lain lncr aja bos..gmn saran nya nih,1
"Jelek login aja lama, katanya suruh cek sms trus klik link. Gakada sms sama sekali yang masuk di nomerku padahal nomer telpon sudah benar. Nyusahin aja",1
"ini gmna mau beli pulsa malah gk bisa dibuka, “Anda belum memilik assessment semua” buka semua menu jg tulisannya kaya gt semua",1
Kenapa tidak bisa membatalkan pesanan goride? Melapor juga lama sekali,1
Aplikasi cacad kalo ujan nyari driver nggak dapet dapet ajg,1
Untuk gopaypinjam kenapa kenakan denda? Jatuh tempo tgl 3april saya sudahmembayar di akhir bln d tgl 30 maret. Kenapa masih di kenakan denda. Dan sering di calling. Mohon solusinya,2
Kurang teliti dan kurang tanggung jawab,1
Kalo tidak punya gopay bagaimana,1
"Tiba"" akun hrs upgrade ke gopplus padahal sy pengguna dr tahun 2016 n smua transaksi berantakan",1
GA BISA KIRIM FOTO SELFI KTP MOHON ADAKAN FITUR KAMERA BELAKANG YAA GA SEMUA KAMERA JERNIH ADA BLUR JGAAA SAYA KSL BERULANG KALI FOTO GAGAL TERUS.,1
"Ini kenapa aplikasi dibuka,close sendiri",2
"KASIAN driver GOJEK Kerja bergantung reting, dpat costumer yg ngerti ya Alhamdulillah, dpet costumer yg masyaallah YA mampuslah, dah pelanggan yg slah buat titik jemput , driver mati Matian tetap menjemput mencari lokasi pelanggan , tetap aja driver yg di jutekin, driver hnya bisa siap slah dan menerima pasrah biar g kena bintang 1, eh kena juga rating 1, Alhamdulillah orderan abg saya anyep , terimakasih gojek. Kmu manusiawi bnget 🙏",1
untuk gojek saya info kan belum juga ngisi data untuk pengajuan gopay pinjam sudah ditolak gimana judul nya itu gak ada keterangan apa apa aneh,1
"Aneh banget bug nya banyak, tab promo ga keluar, promo ga bisa di ganti/ fitur promo use ga keluar, verifikasi gopay plus cuma bolak balik doang, di perbaiki dong pihak terkait gojek.",2
Gabisa dobel diskon lagi,1
Lama-lama harganya makin mahal. Ada promo. Tapi kadang drivernya meminta ongkos lebih,1
"Tolong tindak driver2 yg punya 2 aplikasi operator berbeda, setiap GRAB harga tarif tinggi para driver ""KHUSUSNYA Gocar"" pada mematikan aplikasinya.. dan lebih memilih ke Grab, jadi saat saya mau order berdampak tidak ada 1 pun driver yg online..",1
"makin gag jelas,,mau masuk akun aj susah repot ,,,link link link terus,,sleeeee",1
Belum ada daerah Cikalong atau kota Cianjur,2
"Eh macaca fascicularis gua dari tadi mau bayar gak bisa² Ca, katanya salah pin sistem kau yang rusakk, kek mana ini",1
Aplikasi tolol. Baru pilih menu udh ke order di cancel ga bisa tlp cs juga ga bisa.. Aneh Pantes aja pada pindah ke aplikasi sebalah,1
"Uangku 65.000 hilang begitu saja digojek, saya jam 7 tidak memegang handphone tiba-tiba pas saya dapat notifikasi dri gojek bahwa saya melakukan transaksi padahal tidak. Sangat tidak aman. Kecewa, 65.000 tidak sedikit..",1
Prlu d tingktkan lgi aplksiny kdng suk kluar dndri,3
"Voucher Gofood 30% totalnya 10 biji tiba tiba hilang begitu saja,padahal kmaren masih ada dan expired tgl 19 may nangis bgd giliran lg butuh malah ilang :(",2
Baru aja malam taggal 31 saya pakai playlater ko pagi pagi ada notifikasi tagihan udah jatuh tempo sih anehhh banget,3
Dangat membantu,1
"Kecewa dgn penjemputan driver selalu mendapatkan yg posisi jauh dan klo kita cancel akun kita bisa di Suspen, perbaikan lgi utk sistem nya dari pihak aplikator utk memperbaiki memberikan yg terbaik buat kita sbg customer, karena kn katanya gojek , pasti ada jalan",1
Knp saya saat mendaftar apk gopay kode otp nya tidak ter kirim,1
"Saya whidraw ke bank ngga masuk,kecewa saya",1
Saat masukin regrestasi kode ptp layar eror putih ga muncull,1
Kenapa mesti pake biaya aplikasi sih... 😔,1
"Drivernya mbangsati,pesen 3 cma dkasi 2,makan tu hasil uang kerja gw,ngontol amat",1
Iklan yang menggangu di hp,1
Gopay coin buat apaan sih gak bisa dipake keburu kadaluarsa,3
Aplikasi terlalu ribet,1
"verifikasi aja lama banget , mana selfi sam foto ktp ga jelas",1
"Halo, setelah update aplikasi GO-JEK terbaru. Saya gk bisa log in ke akun lama saya, padahal sebelum update akun masih baik² aja. Setelah update malah ke log out sendiri. Perbaiki segera",1
Voucher tidak bisa digunakan...tertulis akan terpotong setelah pemesanan..kenyataannya tidak harga tetap ditambah ongkos....dicancel tidak bisa...saya merasa dirugikan dibohongi...,1
"minimal kalau mau perubahan yang lebih bagus napa , ini kagak ,perubahan semakin gak jelas !!!, yg biasa saya pakai juga ilang, buat pesen go food juga jaringan eror , padahal jaringan masih stabil dan kuat"" aja, lain kali maximalin kalau mau uji coba perubahan bro. thanks.",1
"Pesan gofood sering tidak dapet driver, padahal driver pada banyak yg kosong,",1
Apk yang jelek tidak bisa dapat saldo gratis,1
Aplikasi nya sangat mengecewakan. Aku pesan gak bisa menemukan driver. Aku gak akan pernah pakai gojek lagi.,1
"Mau ganti nomor ribet, kesalah tidak jelas apa yang salah Emang nya layanan kek gini lu doang Masih banyak layanan lain Lebih murah lagi Tolong Minta hapus data saya",1
Min segera di perbaiki server nya soalnya ada saldo yg di butuhkan untuk di tarik,2
"Parah!! Kurir nya ga sopan sekali. Beli barang dikirim pakai gosend, dibilang alamat tidak sesuai titik. Kurir sama sekali tidak ada telpon atau chat untuk konfirmasi, hanya greater nomor jakarta yg telpon tapi tidak sempat saya angkat karena masih sholat, saat saya chat kurir by Whatsapp untuk kirim location malah saya dimaki dan diblokir. Tolong pihak Gojek atau Gosend lebih diperhatikan lagi agar hal2 seperti ini tidak terulang lagi.",1
Koneksi gagal terus padahal pake apk lain lancar aja,1
Kenapa akun gopay latter saya tidak bisa di gunakan lagi / di blokir Padahal terakhir bulan kemaren masih bisa di gunakan Mohon info lebih lanjutnya,3
Hari raya klo gak ada driver tutup aja aplikasinya. Pesan gofood 2 jam cuma cari driver,1
Mau top up aja susah asu,1
enggak sinkro klo komen d sini percuma yak ges,1
Driver batalin pesanan se enak nya. Udah nunggu lama2 padahal.,1
"sekarang gojek makin kacau sistemnya, masa order gofood estimasi 50 menit, eh pas ke menit 30 delayed 40 menit lagi. dibatalin pun gk bisa. nunggu lama"" tapi makanan gajadi dateng, tau gitu kan dibatalin dari awal biar gk nunggu lama""",1
"Dikasih fasilitas paylater tp gak bisa dipakai, percuma.",3
Semenjak updated nge lag terus ni apk,1
"Saya daftar gopaylater tapi kok gak ada informasi sih di terima atau gak nya.. Pas mau liat di suruh daftar lagi, terus kejelasannya gimana ini? Data saya gak di terima gitu ?! Katanya bakal di kasih tau di acc atau gak nya",1
Percuma kalo drivernya memiliki saldo Gopay banyak kalo gak bisa terpakai sama sekali salah satunya barkot bensin + isi pulsa + focer internet DLL tolong doang aiti Gojek betul kan sistem jaringan Gopay jangan kerja makan gaji buta #makasih,1
suka keluar2 sendiri. padahal baru di perbarui!!!!!!!!!!!!. ngeselin lama2,1
"makanan mahal,driver dapatnya jauh jauh,mencari driver lama,ongkir juga mahal,gojek karya anak bangsa tapi kok mahal parahhhhh bangett",1
Thanks sudah bisa akun saya nya,5
Mau upgrade susah bgt nga bisa2,2
Saya kasih bintang 2 karna akhir akhir ini setiap mau pesen gofood selalu driver sepi padahal tempatnya di pinggir jalan. Giliran make apl sebelah langsung ada drivernya😩😩😩,2
"ancur banget gojek sekarang, saya beberapa hari lalu masih bisa pake aplikasi nya, tapi tiba tiba ga bisa di pake waktu masuk ngeloading teruss, saya sudah coba update tapi masih sama aja, saya coba uninstall jga malah waktu masuk akun lama sama aja loading banget, tolong gojek perbaiki lagi seperti dulu🙏🏻",1
"Sering error,",3
Apa ni kox gx bisa di buka loading trus mana ad saldo nya lgi Paylater udah harus di byar sedangkan gojek nya gx bisa msuk mcam mna mau byar ni cpat dong di prbaiki,2
"Aplikasi error, satu lokasi bersama customer lain error semua. Mencari driver terus. Mau dibatalin nggak bisa.",1
Kenapa saat grapfood map jauh dari titik tempat saya,3
Gojek driver kebanyakan di oprek sistem nya,1
Drivernya suka cancel orderan,1
